,ID_HDC_G0,active_living,nightlife,community_space,education,food_choices,health_wellbeing,mobility,accessibility,fifteenPopAccess,fifteenPopAl,fifteenPopN,fifteenPopCS,fifteenPopE,fifteenPopFC,fifteenPopHW,fifteenPopM,lng,lat,CTR_MN_NM,UC_NM_MN,P15,AREA,UC_NM_CTR
938,1923,639.0672607421875,551.2192687988281,419.0035095214844,487.5260009765625,346.78600311279297,602.3942413330078,1756.8767395019531,690.6339280264718,96878.29123010999,94120.52300351,96932.19881952,98106.62562355,97866.46538996,98247.11407355999,96922.17187425,45446.61495837,-0.46089168985743106,52.13513550613412,United Kingdom,Bedford,104538.3652,30.0,"Bedford, United Kingdom"
939,1927,507.072509765625,805.875244140625,421.74124908447266,510.229248046875,338.03599548339844,515.1497421264648,202.81124877929688,514.580256325858,94902.67427393,92341.18226696001,76280.16696715,91947.88679327999,90634.49178831,95164.10776741001,88838.33498565,96073.41562151001,-0.3690051540553539,43.306043375740074,France,Pau,112672.3501,41.0,"Pau, France"
940,1929,520.4272308349609,556.5839996337891,396.24749755859375,528.7195129394531,368.8027572631836,605.8852691650391,258.39849853515625,512.9094661985125,423896.74219904,413281.35769115,410339.34911375004,422615.83063674,417302.24055129,417301.60300918,398142.14684516,407181.95612605003,-0.25062045156098983,50.8342006630185,United Kingdom,Brighton,420342.5268,108.0,"Brighton, United Kingdom"
941,1930,902.272979736328,505.7430114746094,547.0339965820312,592.3634948730469,492.6659851074219,657.948974609375,1146.4630126953125,741.9070085797991,292847.22682249,215634.81440781,290919.86882551,288059.44893448,291040.99509245,293133.03419364,282006.82456593,161013.81591509999,-0.3540490213594024,53.761523705401956,United Kingdom,Hull,308901.7896,102.0,"Hull, United Kingdom"
942,1931,586.4934997558594,804.2164916992188,498.80999755859375,475.68599700927734,382.7999877929688,534.9219970703125,196.69525146484375,514.8644298229899,154702.74481913,149768.02654391,137049.03847730998,152960.76809165,152411.57346162,155915.39616947,150836.84075241,157393.66363088,-0.34710914970844936,49.18487014533083,France,Caen,164787.6248,68.0,"Caen, France"
943,1935,2101.674072265625,1769.4539794921875,821.0230102539062,759.3059997558594,1078.3890380859375,1415.4510498046875,3387.97607421875,1637.2251586914062,52047.07579694,41559.66893594,50750.75756894,103078.69167591,98832.88861538001,85698.45671113,68357.53514035,17684.34543113,-0.26167451230420047,6.080632517752545,Ghana,Koforidua,189575.4744,49.0,"Koforidua, Ghana"
944,1939,933.2764892578124,712.6090087890625,596.8980102539062,567.166015625,449.8739929199219,944.313995361328,392.7760009765625,684.9592764718192,166251.64225879,133856.06732032,151962.02876267998,161866.27627411,166848.51610361,167772.46342405002,134103.97923285002,156955.3066901,-0.25814701198060724,52.574937242788415,United Kingdom,Peterborough,161937.3109,58.0,"Peterborough, United Kingdom"
945,1945,720.9817504882812,647.1815185546875,607.4065093994141,638.9044952392578,569.3832550048828,753.3502655029297,217.71325302124023,620.2656457083566,127255.98721323,118063.39601339001,118206.03613191,123059.77996528998,122709.58789683,127211.85448175,115614.69267556,127764.2463675,-0.18018108286195472,51.12888516370441,United Kingdom,Crawley,125292.3107,45.0,"Crawley, United Kingdom"
946,1951,918.9229736328124,755.1719970703125,755.176025390625,605.89697265625,562.2919921875,1060.9765014648438,1672.3040161132812,954.4056941441128,93240.47822697001,86014.03421635,99514.20771203001,104890.22261193002,111982.85909874999,115625.44585933999,86277.35620690999,44750.77781748,-0.08061733143012444,53.556248731623796,United Kingdom,Grimsby,128933.5057,45.0,"Grimsby, United Kingdom"
947,1952,481.0739974975586,695.4674987792969,637.2684936523438,556.9289855957031,379.4717483520508,562.0929870605469,598.7804870605469,574.1297182355609,119645.41662774999,121050.13223701,112344.74290754,117916.0006748,116696.91926516,122323.42129299999,117674.62454430001,101256.58975372999,-0.06662326732443255,39.971142676401605,Spain,Castell¢n de la Plana,158875.2534,45.0,"Castell¢n de la Plana, Spain"
948,1954,1014.6220092773438,1802.2889404296875,1257.8919677734375,583.7849731445312,785.6929931640625,922.2669982910156,1492.8150024414062,1133.5329851422991,46727.72072546,52487.986541880004,24164.379483610002,38249.361244160005,69359.90728538,69932.71416673,56681.74878071,29768.993301820003,-0.04210362832941594,16.271539486164077,Mali,Gao,111663.0516,17.0,"Gao, Mali"
949,1955,,401.2510070800781,751.3790283203125,1377.126953125,550.4710083007812,744.1740112304688,867.1619873046875,649.3762860979352,21959.92505788,,21959.92505788,19664.30942035,9821.495345119998,21959.92505788,17714.337620899998,18870.32800822,-0.02911953142405902,14.032480165878225,Burkina Faso,Dori,126529.0293,6.0,"Dori, Burkina Faso"
950,1958,,799.3070068359375,465.7725067138672,639.2659912109375,385.4590148925781,410.65599060058594,545.81298828125,486.6044355119978,20180.723660440002,,9468.03559448,19875.64188381,19687.871987309998,20180.723660440002,20180.723660440002,19727.12324901,0.00717722579324203,11.11284523528492,Burkina Faso,Cinkass,156131.5457,10.0,"Cinkass, Burkina Faso"
951,1961,565.3900146484375,1224.9309692382812,506.05999755859375,469.9960021972656,459.7124938964844,545.5354919433594,254.9199981689453,599.7041320800781,136898.53065104998,132577.41693219,88238.69046887,136939.20451083,136479.27802081,135086.59168582002,133458.45197301998,136693.89253204,0.14577153172908577,49.504578838353524,France,Le Havre,187642.9615,96.0,"Le Havre, France"
952,1962,1655.4329833984375,2402.8594970703125,964.1539916992188,618.6610107421875,817.844970703125,833.9869995117188,993.7864990234376,1264.452861240932,96277.05002784,68307.95658858,35614.35080782,114131.44043745,151151.59966580002,116537.93534386001,132103.61233286,107320.39112242001,0.09326229093276826,35.92926014943288,Algeria,Mostaganem,194004.2971,45.0,"Mostaganem, Algeria"
953,1965,395.3689880371094,635.3590087890625,369.3310089111328,452.7234954833984,349.3169860839844,538.9550170898438,309.48199462890625,470.27985709054127,138556.32853499998,138677.74516921001,130689.82851039,137665.89662348002,135102.01328712,139422.32079869998,135162.08892078,139851.69680579,0.1381617103485317,52.20876810880155,United Kingdom,Cambridge,136294.0052,37.0,"Cambridge, United Kingdom"
954,1968,1158.0369873046875,1222.3195190429688,577.1579895019531,417.3240051269531,638.6820068359375,772.8569946289062,991.6069946289062,875.1624178205218,86094.03069397001,65129.641261330005,56831.67300871,101642.14122339,98848.99235305,86224.70555079999,79586.34840696,70827.35673421,0.13721080081194217,35.39997644101443,Algeria,Mascara,121676.2017,22.0,"Mascara, Algeria"
955,1969,572.2597503662109,979.1555023193359,611.2019958496094,483.27000427246094,479.2979965209961,664.5069885253906,223.34600067138675,612.3735700334821,123310.63699406001,121261.42439201,97853.43347289,120699.98659892,121007.45360131998,127149.29117913,117761.79244155,129461.31277261999,0.19400932231965715,47.9942491176718,France,Le Mans,147383.2061,56.0,"Le Mans, France"
956,1970,1080.7127380371094,2410.32958984375,498.99475860595703,619.7635192871094,1126.7114868164062,827.197998046875,1060.5597229003906,1037.9192483084544,74965.25413428,72427.45978035001,33066.67214513999,104898.37441714,91308.36901199,71778.12540734,88712.95935217,73106.15483437,0.15133613528522777,34.847259581218985,Algeria,Saida,166847.8843,29.0,"Saida, Algeria"
957,1973,660.427001953125,721.9742431640625,611.8195190429688,622.1959838867188,461.25050354003906,764.8364868164062,411.2779998779297,636.6209230422974,109063.48090128,97326.27329185,95010.72330983999,104467.08356108001,109883.87586817,111999.15986491999,101655.81715774999,98604.63827313,0.28133996080700785,50.790707180184,United Kingdom,Eastbourne,113053.9635,37.0,"Eastbourne, United Kingdom"
958,1974,2292.9456787109375,863.2050170898438,1101.0774536132812,682.0669860839844,807.7112579345703,1102.0850219726562,1075.260009765625,1143.578369140625,35580.64637263,14240.019853549999,45959.91214488,37227.88669237,50393.442252550005,46958.87683122,35081.694006879996,38616.53591535,0.204257934376599,10.868212566389529,Togo,Dapaong,159457.5808,16.0,"Dapaong, Togo"
959,1979,522.0539855957031,622.1679992675781,433.2030029296875,519.7132415771484,404.6734924316406,626.4519958496094,198.5562515258789,495.4016418457031,99359.41918234999,98260.04468537,93528.20454874,99063.85394453,98780.31138778,99275.42478952999,90561.40052359,99396.68537197998,0.4793661166190366,51.735447938468624,United Kingdom,Chelmsford,101222.5415,31.0,"Chelmsford, United Kingdom"
960,1980,588.3139953613281,672.3287506103516,387.26800537109375,642.5747375488281,504.8784942626953,758.958251953125,363.010498046875,628.9466430119105,120617.55599767,101110.02411516,102948.10905217999,122784.87439708001,117614.82828795,122450.22635124999,104070.81657865,117685.35280954,0.5236046042279312,50.85885487408419,United Kingdom,St Leonards,125024.6621,46.0,"St Leonards, United Kingdom"
961,1981,799.7379760742188,637.2080078125,508.6835174560547,517.9569702148438,408.6100006103516,696.3215026855469,965.5545043945312,697.366718837193,228613.08975451998,186734.00693499,210304.53365653998,227945.79555792,228530.65269058,230809.04267450998,212234.10350274,162983.1551527,0.5431052767800052,51.37075987934734,United Kingdom,Chatham,240143.2397,68.0,"Chatham, United Kingdom"
962,1982,,926.6019897460938,1385.781982421875,1576.1680297851562,787.3460083007812,1136.14794921875,1463.8740234375,1029.1715741838727,36191.41202048,,35007.66016678,23754.03926694,20109.35383182,40819.56727995,29432.96472073,22206.527513020003,0.3626981802790181,12.06232811244034,Burkina Faso,Fada N'Gourma,155727.954,17.0,"Fada N'Gourma, Burkina Faso"
963,1983,748.4829711914062,654.8735046386719,700.5690002441406,588.1839904785156,503.1539916992188,745.7369995117188,432.75,694.2564293997629,101849.54196278,88862.37802087,81645.80077498,90275.22751720001,98678.21843496,100091.18075551999,90907.50721406999,99529.30797688,0.5277008992158255,51.26845349407451,United Kingdom,Maidstone,101701.9915,29.0,"Maidstone, United Kingdom"
964,1984,806.052001953125,965.7119750976562,553.4149780273438,627.3610229492188,522.4105224609375,1025.4275207519531,232.01300048828125,744.2431428091867,210557.40694347,195591.52826906,166250.31898979,224587.0496524,226820.03208738,221316.40856409998,156115.04966242,233037.05008887997,0.6592311494845761,51.557892491168204,United Kingdom,Southend-on-Sea,251025.2873,75.0,"Southend-on-Sea, United Kingdom"
965,1985,2550.4195556640625,854.489990234375,917.6985168457032,845.9959716796875,951.906982421875,718.5130004882812,1877.293029785156,1309.578578404018,43848.04771944,8617.875072449999,65490.9895749,66023.15024106001,67095.21382954999,68136.661043,72667.33767256001,31429.57389909,0.47127323944244903,6.606411834904564,Ghana,Ho,201179.7612,31.0,"Ho, Ghana"
966,1986,1242.7589721679688,1674.2747497558594,566.2969970703125,357.3215026855469,747.6932678222656,526.5509948730469,1057.9840393066406,933.1858547755651,80760.02247272,51767.95071215,37259.40061867,83825.66510455,93497.40221054999,77536.87346855999,83650.64055622,59640.07198599,0.5542757626294589,35.73966319089475,Algeria,Relizane,133044.2482,17.0,"Relizane, Algeria"
967,1987,1086.0789794921875,761.8519897460938,464.2460021972656,490.0820007324219,805.5709838867188,928.760009765625,1086.406005859375,815.695561000279,50172.11455222,36524.73764672,45724.4485725,52875.34282869,53361.57549972,45809.17759402,45045.18470271,38143.36098785,0.4787185914581137,7.155146133537059,Ghana,Hohoe,159867.0716,18.0,"Hohoe, Ghana"
968,1988,1328.7089538574219,396.4117431640625,390.6269989013672,269.6419982910156,310.7774963378906,516.2319869995117,1123.0362243652344,615.7908455984933,21659.643223320003,12195.35499326,23084.449843219998,23076.23326188,23167.57270651,23167.57270651,19613.130831810002,14354.145100819998,0.472051708437454,10.351341140955284,Togo,Sansann-Mango,139701.6721,6.0,"Sansann-Mango, Togo"
969,1989,432.5585098266602,660.7950134277344,437.0899963378906,457.5155029296875,378.1862564086914,542.3792419433594,203.8844985961914,478.65350205557684,196398.33790034003,194145.80607758003,176512.01855655,193524.34178901,193235.02773824998,196785.97158118,185555.08548546,199287.48716910998,0.6910609095940078,47.381157869472524,France,Tours,211590.5471,75.0,"Tours, France"
970,1990,,1262.282958984375,498.19700622558594,504.1029968261719,695.6059875488281,569.114013671875,1728.8819580078125,764.2210072108677,101645.59512135001,,56474.886246680006,100385.49340245,101092.06911465,93665.25403305,97429.71605776,28912.948065719997,0.5464102315587513,32.89889088960472,Algeria,El Abiodh Sidi Cheikh,116967.3188,9.0,"El Abiodh Sidi Cheikh, Algeria"
971,1993,690.8469848632812,868.43798828125,508.6780090332031,534.2650146484375,484.4419860839844,641.0984802246094,188.3300018310547,570.3038536821093,113199.26756335,106359.08341027,90934.95766004,112834.24587399999,111141.47929659,110532.42731033001,107526.60161427999,113618.15623980001,0.8970810409699473,51.88743402389278,United Kingdom,Colchester,112058.1678,37.0,"Colchester, United Kingdom"
972,1994,1151.594970703125,332.95001220703125,225.82749938964844,292.6740112304687,454.9359893798828,445.19850158691406,1248.12451171875,598.5250037057059,67449.60543391001,36453.910594940004,69680.07326291999,70852.54736589,70852.54736589,69203.38104770999,68443.60186883,35634.41066096,0.634339213290654,6.911061178052968,Togo,Kpalim,132994.2614,18.0,"Kpalim, Togo"
973,1998,585.3267517089844,832.0777587890625,478.2802505493164,445.74524688720703,406.3885040283203,544.9934997558594,275.8195037841797,537.0246737343924,279976.61601955,265034.40849155,239110.88876833,277771.93389403,275859.16900853004,280205.13887347,270646.53848699003,284722.77444371,1.07911470650274,49.4293667661547,France,Rouen,320960.2647,113.0,"Rouen, France"
974,2003,616.0139770507812,668.9397430419922,515.1009826660156,552.3340148925781,443.6212615966797,731.1549987792969,206.75249481201172,565.0700358663287,163985.6885789,158864.61424968002,150143.86122627,159016.13960408,160227.6677835,159772.3964279,142264.54754893,164620.48303996,1.1709085108278727,52.054977850403716,United Kingdom,Ipswich,162037.08,45.0,"Ipswich, United Kingdom"
975,2005,613.8480224609375,658.0040283203125,450.97698974609375,709.8679809570312,365.2699890136719,633.427978515625,429.3769989013672,566.3901497977121,177294.94659919,169509.38830246,162816.24008453,174817.17256491,172788.26849485002,178219.44491835,167513.75148236,175630.28254628,1.285690029723838,52.63865538278208,United Kingdom,Norwich,181040.502,55.0,"Norwich, United Kingdom"
976,2008,633.8675231933594,907.6404876708984,979.0069885253906,901.5364990234375,524.6440124511719,683.7579956054688,299.95399475097656,692.218000139509,85802.13573432,83400.77111883002,74935.7853903,77529.40906713,76245.66515456,87767.11540414,83400.13004408001,90362.78623187,1.2222306657050286,41.1180247836718,Spain,Tarragona,131944.499,45.0,"Tarragona, Spain"
977,2010,551.5407485961914,804.9912567138672,616.4190063476562,558.1987457275391,389.19325256347656,624.3320007324219,222.0379943847656,550.7072813851493,97941.30665128,95785.13301355,87314.04565456999,93116.95726634,92447.72211368999,99032.34289135,90286.97337096001,103236.82135944,1.2644105134248724,45.83838736704458,France,Limoges,129254.8851,48.0,"Limoges, France"
978,2012,490.3949890136719,460.1809997558594,417.6189880371094,495.75975036621094,308.8054962158203,606.2999877929688,162.25900268554688,439.2320006234305,116230.16910844,115503.13029404,115496.15850333,115868.71496119001,115680.70419964,116224.8560658,109096.2151679,116231.50594347,1.4025572449801542,51.36382959283658,United Kingdom,Margate,111282.0142,38.0,"Margate, United Kingdom"
979,2017,561.1380004882812,971.541015625,644.1134948730469,533.4920043945312,404.489990234375,583.4649963378906,223.81150436401367,607.1559671674456,607603.18405139,587893.36878431,479715.11934980005,566523.70174598,586213.2840810601,615803.67974216,584345.27833006,624615.76963418,1.4230996394598727,43.60732267998654,France,Toulouse,658107.2133,246.0,"Toulouse, France"
980,2019,3418.494384765625,1153.260009765625,1335.43798828125,3140.533447265625,1334.8919677734375,1784.60498046875,,1780.074428013393,18617.934610819997,10018.820919140002,48427.61752042,38874.36829748,22926.968082350002,36919.03674557,20950.180088840003,,1.1402557392974693,7.522441712639,Togo,Atakpam,170360.9311,30.0,"Atakpam, Togo"
981,2020,2476.626953125,787.844970703125,770.4500122070312,716.8104858398438,884.8159790039062,780.2269897460938,924.5545043945312,1219.9850071498327,1025782.1021104499,484492.47044398997,1299337.03774042,1409061.85166265,1403495.2907149398,1229145.25668248,1313631.3966908099,1189301.43576182,1.2224459000056116,6.196815740959307,Togo,Lom,2142500.871,313.0,"Lom, Togo"
982,2021,868.551513671875,466.4750061035156,452.7649993896485,331.4630126953125,514.0709838867188,693.3779907226562,1872.73095703125,789.8873029436384,69783.05434388999,58209.90639228,72666.43974683,72901.93846262,75412.44189473,69955.62613312999,65989.50696192999,29195.845650119998,1.139531278557323,8.989976881732636,Togo,Sokod,174652.7772,23.0,"Sokod, Togo"
983,2023,2322.14306640625,2692.6279296875,932.4719848632812,788.7319946289062,1429.31396484375,777.885009765625,1828.6964721679688,1602.3708670479912,47242.146710140005,32280.657054159998,23108.88298242,85582.52967489,92063.79751914999,51955.75564808,90913.40266964,43363.58675565,1.3375050429304427,36.153534582881974,Algeria,Ash Shalif,185532.2795,34.0,"Ash Shalif, Algeria"
984,2024,1400.1630249023438,1491.375,593.9290161132812,363.114013671875,557.1759948730469,330.6529998779297,480.9509887695313,786.7155674525669,173592.87612775,85493.49820864,81976.56688134,171963.86003032,185943.02980946,168013.19316974998,184062.64589844,185805.65976555,1.3258198765809337,35.363352050440575,Algeria,Tiaret,206465.0453,34.0,"Tiaret, Algeria"
985,2026,1440.5665283203125,586.0210266113281,423.218994140625,360.60951232910156,585.3207397460938,548.0155029296875,1163.8054809570312,817.034423828125,54119.00513105,26992.98443191,43262.18859268,57290.331503559995,58978.95884027,50263.67439203,55188.07780884,33303.661411099994,1.1948693846266798,9.55060516755957,Togo,Kara,201147.0734,19.0,"Kara, Togo"
986,2028,,636.2059936523438,288.96600341796875,1071.156494140625,540.6599731445312,555.093017578125,1075.51953125,576.3338579450335,11934.71422878,,10050.603114270001,13517.09993855,8794.303739680001,11934.71422878,11624.68981185,8610.256616720002,1.1944102447544,7.7622332934175216,Togo,Ani,101608.239,10.0,"Ani, Togo"
987,2044,924.7272491455078,825.8590087890625,224.60174942016602,251.50450134277344,407.281005859375,648.177001953125,1052.510009765625,589.6652178083148,16596.84816758,14099.801733510001,13933.963259479999,16783.5205814,16596.84816758,16240.34387222,13589.88510528,8801.33736432,1.4568382283491657,14.207974792138662,Niger,Tillabri,213641.2302,6.0,"Tillabri, Niger"
988,2045,587.3399963378906,883.3432464599609,590.0397644042969,595.7059936523438,413.40250396728516,633.1289978027344,222.43850708007812,595.4838224138532,173024.41693989,168346.32500381,144249.52205218002,163812.90194401,166739.79082172,172937.24933453999,163159.66397085,176141.18305495,1.9105851586740417,47.90675498266989,France,Orlans,179869.0827,68.0,"Orlans, France"
989,2046,448.4750061035156,777.3370056152344,495.6300048828125,400.8999938964844,365.08099365234375,513.85498046875,197.9199981689453,483.89164297921315,9260316.6613057,9169153.29347517,8330134.364840509,9141724.727075113,9207880.39613442,9261868.670636658,9036985.21980515,9346582.14895667,2.3244948189636285,48.83981756413884,France,Paris,9711652.257,1638.0,"Paris, France"
990,2051,448.5719909667969,825.1170043945312,651.2559814453125,554.3670043945312,449.281494140625,542.3694763183594,232.7259979248047,569.9194205147879,3823821.39909731,3821519.9920754503,3542492.45490892,3724471.7852655295,3764977.31155061,3885623.83245269,3784862.02225301,3974375.7156384704,2.125428770076297,41.445710967454666,Spain,Barcelona,3832012.369,583.0,"Barcelona, Spain"
991,2054,512.1110229492188,847.2269897460938,543.6630249023438,447.4389953613281,466.49798583984375,541.551025390625,233.19000244140625,504.01628548758373,95387.42970805001,95565.01350793,80635.39279055,92922.97150443,95260.80312432,96897.53845311,94791.46165348,100010.42403870999,2.3509925574951684,51.02649146787962,France,Dunkirk,127528.5934,74.0,"Dunkirk, France"
992,2057,449.12374114990234,476.1830139160156,496.9259948730469,333.5392532348633,364.06075286865234,460.4760055541992,200.87349700927734,433.8573627471924,108054.64615232,105224.27959634,100751.96883931,99524.00394098001,107865.30097292,106079.79049967,106912.56763447,108694.36430662,2.3029535101371215,49.89352083558693,France,Amiens,136531.625,46.0,"Amiens, France"
993,2060,,1080.322998046875,658.6640014648438,456.8609924316406,1020.0679931640624,658.666015625,1111.363037109375,734.8961356026786,77817.15863047,,54663.95493678,70582.02398692,85372.13904894999,55605.92152987,77972.45185411,53025.28299912,2.0947059871177927,34.111049291905644,Algeria,Aflou,152531.9861,11.0,"Aflou, Algeria"
994,2064,2768.3099365234375,1959.2769775390625,1476.0670166015625,859.656982421875,905.3569946289062,1392.9807739257812,2057.1190185546875,1683.6091134207588,40756.955595670006,22039.152192629997,46875.59799348,67858.05191123,122175.3478381,116128.70609441001,75290.87209399,39250.97048715,2.0430352212532745,7.178954634743336,Benin,Bohicon,223893.9353,57.0,"Bohicon, Benin"
995,2066,396.8320007324219,904.208984375,887.0659790039062,602.0659790039062,396.7619934082031,599.0150146484375,311.08599853515625,657.7764936174665,107176.95568325,109535.18704692001,103760.9123616,103920.0468797,106513.7763729,114011.51664116001,106067.05855799,109632.09690199999,2.444950282647009,41.54693771135439,Spain,Matar¢,123418.2336,28.0,"Matar¢, Spain"
996,2067,1679.4355163574219,1740.905029296875,584.4439849853516,375.32125091552734,626.3827514648438,504.3525085449219,1229.8102416992188,961.2195726122175,554874.7841915099,298635.24767159,289967.49127863,735464.70789992,785394.77407885,666603.1628072399,747368.83845164,422679.34036374,2.110983302331036,13.527729362085541,Niger,Niamey,1113942.944,113.0,"Niamey, Niger"
997,2069,742.1452484130859,1563.1182556152344,604.3385009765625,486.96775817871094,789.9882507324219,636.1069946289062,404.47900390625,798.1418642316546,164927.54553831002,148291.89241322002,74326.56236918,167190.49058669998,170411.05404533,147392.96813897003,162979.2074301,165313.59720499,2.8492615633860496,50.42780839182826,France,Lens,207779.0879,98.0,"Lens, France"
998,2070,2063.626953125,856.8209838867188,857.114990234375,561.9739990234375,446.3389892578125,940.030517578125,2265.85302734375,1174.6479388645716,46254.29006664,19796.30843311,56527.15345784,52841.69592893,68566.87503565,69900.76563348,54305.83618981,19069.41131466,2.080322567217089,6.366615072243904,Benin,Whydah,111023.0909,21.0,"Whydah, Benin"
999,2076,400.90074920654297,643.3074951171875,605.6985015869141,536.1669921875,251.89249420166016,495.82450103759766,227.15774917602533,468.8962881905692,326344.85150108,321364.27101943,299548.81566218,313743.85486266005,317857.88922635,338613.02887089003,318927.55995847,340112.68355127994,2.6538461860093765,39.56806608553287,Spain,Palma de Mallorca,388089.5658,111.0,"Palma de Mallorca, Spain"
1000,2078,2202.784423828125,959.4447479248047,784.2384948730469,592.7119750976562,694.0850067138672,669.7812347412109,3437.0889892578125,1405.0426657540459,791858.93828492,484127.51400787,1001728.39134626,1131143.17846803,1273427.57334187,1171398.02883874,1200034.45785926,394427.83793438,2.367221872283575,6.398387414436385,Benin,Cotonou,1752804.327,299.0,"Cotonou, Benin"
1001,2080,471.0435028076172,782.7630004882812,467.8155059814453,378.9880065917969,352.72198486328125,502.52099609375,226.33200073242188,476.5445774623326,872398.2164294901,853162.91169667,741353.52875249,855109.11360217,871863.59691416,868036.1905410101,854147.24257285,876567.72855236,3.1117095824458842,50.66296788129804,France,Lille,903281.4579,234.0,"Lille, France"
1002,2083,348.45050048828125,598.4674987792969,440.81325531005865,424.3054962158203,317.0960006713867,446.3725128173828,356.4852600097656,466.08970860072543,116548.47957481002,116352.94105354999,109407.93176225998,111756.05721534,115318.4961047,116561.99743188,113987.83064456,113905.20210852998,2.8110461232438615,41.9816449813208,Spain,Girona,132100.2258,29.0,"Girona, Spain"
1003,2084,1222.3372802734375,1723.6812438964844,558.6310119628906,449.2312545776367,535.53125,714.4649963378906,773.4494934082031,932.1962541852679,105361.46446687999,81707.50161106,53734.75690211,132468.79041820002,131658.7034143,126000.55416235,105425.27274576001,113258.13471004,2.7303701443105566,36.641202640399015,Algeria,Kolea ???????,190051.162,50.0,"Kolea ???????, Algeria"
1004,2086,495.78399658203125,1433.426513671875,608.3250122070312,537.9104919433594,491.7939987182617,666.6815185546875,304.25250244140625,688.5272478376116,91058.05623082,93779.48564027,59309.7635691,98010.82125301,97307.94231682,101264.37064051,92894.31577652,103617.16798872,2.895459107108159,42.69775323258759,France,Perpignan,115845.4823,41.0,"Perpignan, France"
1005,2088,1892.845947265625,1372.3564453125,594.3732299804688,406.64898681640625,587.1179809570312,754.1339721679688,1367.8179931640625,978.5714154924665,88308.81807092001,36268.30927558,54750.05466893,104524.20162519,107866.35146961,98956.12951751001,94947.29117553,56164.707332930004,2.7592175991659404,36.26643374359187,Algeria,Medea,154040.7903,27.0,"Medea, Algeria"
1006,2089,1647.3059692382812,2598.4169921875,488.3179931640625,534.1745147705078,808.8080139160156,727.0645141601562,1085.58203125,1184.4094420841761,262721.69020114,186519.95891914002,86600.47625899,368518.34292216,365092.1995099,309460.73942585,335370.39891648,274021.54302628,2.840592305125337,36.498458075642766,Algeria,Blida,506105.1835,87.0,"Blida, Algeria"
1007,2094,506.81500244140625,681.7752532958984,488.5455017089844,470.64599609375,359.52774810791016,485.08475494384766,227.05049896240234,471.8302917480469,183600.79161726,180949.56755854998,170834.13555993,177423.46312856,177599.19405172998,183838.81968519,178273.92126111,186689.1035694,3.1059540250308872,45.78283828573023,France,Clermont-Ferrand,191310.5768,70.0,"Clermont-Ferrand, France"
1008,2095,1318.7150268554688,2633.278076171875,667.198974609375,536.8290100097656,536.9520263671875,705.7230224609375,816.2999877929688,1158.4581342424665,2002447.30657112,1674778.2953570802,744339.21159969,2663315.77736654,2655380.83118078,2670432.5802807,2487390.49367672,2220132.13105129,3.11524771698881,36.72877901164609,Algeria,Algiers,3857232.509,727.0,"Algiers, Algeria"
1009,2097,1241.0240478515625,1183.6929931640625,428.3009948730469,375.5840148925781,528.7369995117188,517.3380126953125,758.8759765625,721.6362827845982,124142.04492051,65331.63730779,69359.07787166,125935.71045862,127130.67998897999,127058.43048997,126106.84436364,98988.4656468,2.8626114783441414,33.80112728126246,Algeria,Laghouat,154384.277,23.0,"Laghouat, Algeria"
1010,2099,1622.1939697265625,1152.9247741699219,591.7520141601562,488.4345016479492,487.2409973144531,457.9362564086914,,732.0431856427874,51286.45356984,20827.429744039997,33566.15377458,51455.38437121,51422.67477591,47613.30234843,53835.42556396,,2.9017688373803323,35.44888775079761,Algeria,Ain Oussara,110029.9758,14.0,"Ain Oussara, Algeria"
1011,2100,3114.0849609375,2443.156005859375,945.7949829101562,917.2680053710938,1283.612060546875,1242.64501953125,1547.2979736328125,1760.635999407087,53159.550758569996,25549.132579240002,43979.188878090004,121038.58050395001,134955.67860215998,103131.64319328,101859.37138976,70217.40733021,2.6213023291261166,9.349213004163527,Benin,Parakou,254250.8915,62.0,"Parakou, Benin"
1012,2101,2662.5780029296875,1670.1182861328125,963.7969970703125,735.083984375,1242.7755126953125,1073.406982421875,3220.447509765625,1588.0787113734655,152115.90331551997,94676.02965492,133837.91869254,320531.71525643,375752.18287834,254166.00274999999,303832.43840544997,131664.03120124,2.6318909001160193,6.504465788846355,Benin,Porto-Novo,565465.5952,94.0,"Porto-Novo, Benin"
1013,2104,610.60302734375,1211.072998046875,497.0060119628906,424.4429931640625,486.55999755859375,615.8289794921875,238.48800659179688,602.3965715680804,90196.22724283,90538.71629079,60290.55907142,91490.10100223,92781.71683744,89716.52042602,85323.64836653,94608.10875064999,3.5099287682690417,50.35760660123236,France,Valenciennes,101582.5825,48.0,"Valenciennes, France"
1014,2112,626.0055236816406,876.1170043945312,602.7662506103516,697.5435180664062,487.17774963378906,684.9515075683594,257.10101318359375,657.3752059936523,195685.16795328,188265.31579880998,160259.52648019,196546.85359605,183532.38696750998,197661.62703399,179570.68440565,215042.89775898,3.742227543025174,51.07457281644956,Belgium,Ghent,263643.3672,147.0,"Ghent, Belgium"
1015,2116,1163.3740234375,1519.1380310058594,639.4020080566406,389.8919982910156,616.5554809570312,467.85675048828125,1475.5512390136719,902.4625723702567,285245.90417234,191896.05558276997,139443.99643206,315906.29622788,333278.35314874,317496.23708755,320496.08226044,156273.80031297,3.257951088033584,34.67073282183995,Algeria,Djelfa,386057.163,37.0,"Djelfa, Algeria"
